_id	_count.destroy.LEMMAPATH2.PPMIno	_count.destroy.LEMMAPATH2.PPMIselection	_count.destroy.LEMMAPATH2.PPMIweight	_count.destroy.LEMMAPATH3.PPMIno	_count.destroy.LEMMAPATH3.PPMIselection	_count.destroy.LEMMAPATH3.PPMIweight	_count.destroy.LEMMAPATHweight.PPMIno	_count.destroy.LEMMAPATHweight.PPMIselection	_count.destroy.LEMMAPATHweight.PPMIweight	_count.destroy.LEMMAREL1.PPMIno	_count.destroy.LEMMAREL1.PPMIselection	_count.destroy.LEMMAREL1.PPMIweight	_count.destroy.LEMMAREL2.PPMIno	_count.destroy.LEMMAREL2.PPMIselection	_count.destroy.LEMMAREL2.PPMIweight	_count.destroy.bound10-10all.PPMIno	_count.destroy.bound10-10all.PPMIselection	_count.destroy.bound10-10all.PPMIweight	_count.destroy.bound10-10lex.PPMIno	_count.destroy.bound10-10lex.PPMIselection	_count.destroy.bound10-10lex.PPMIweight	_count.destroy.bound3-3all.PPMIno	_count.destroy.bound3-3all.PPMIselection	_count.destroy.bound3-3all.PPMIweight	_count.destroy.bound3-3lex.PPMIno	_count.destroy.bound3-3lex.PPMIselection	_count.destroy.bound3-3lex.PPMIweight	_count.destroy.bound5-5all.PPMIno	_count.destroy.bound5-5all.PPMIselection	_count.destroy.bound5-5all.PPMIweight	_count.destroy.bound5-5lex.PPMIno	_count.destroy.bound5-5lex.PPMIselection	_count.destroy.bound5-5lex.PPMIweight	_count.destroy.nobound10-10all.PPMIno	_count.destroy.nobound10-10all.PPMIselection	_count.destroy.nobound10-10all.PPMIweight	_count.destroy.nobound10-10lex.PPMIno	_count.destroy.nobound10-10lex.PPMIselection	_count.destroy.nobound10-10lex.PPMIweight	_count.destroy.nobound3-3all.PPMIno	_count.destroy.nobound3-3all.PPMIselection	_count.destroy.nobound3-3all.PPMIweight	_count.destroy.nobound3-3lex.PPMIno	_count.destroy.nobound3-3lex.PPMIselection	_count.destroy.nobound3-3lex.PPMIweight	_count.destroy.nobound5-5all.PPMIno	_count.destroy.nobound5-5all.PPMIselection	_count.destroy.nobound5-5all.PPMIweight	_count.destroy.nobound5-5lex.PPMIno	_count.destroy.nobound5-5lex.PPMIselection	_count.destroy.nobound5-5lex.PPMIweight	_cws.destroy.LEMMAPATH2.PPMIno	_cws.destroy.LEMMAPATH2.PPMIselection	_cws.destroy.LEMMAPATH2.PPMIweight	_cws.destroy.LEMMAPATH3.PPMIno	_cws.destroy.LEMMAPATH3.PPMIselection	_cws.destroy.LEMMAPATH3.PPMIweight	_cws.destroy.LEMMAPATHweight.PPMIno	_cws.destroy.LEMMAPATHweight.PPMIselection	_cws.destroy.LEMMAPATHweight.PPMIweight	_cws.destroy.LEMMAREL1.PPMIno	_cws.destroy.LEMMAREL1.PPMIselection	_cws.destroy.LEMMAREL1.PPMIweight	_cws.destroy.LEMMAREL2.PPMIno	_cws.destroy.LEMMAREL2.PPMIselection	_cws.destroy.LEMMAREL2.PPMIweight	_cws.destroy.bound10-10all.PPMIno	_cws.destroy.bound10-10all.PPMIselection	_cws.destroy.bound10-10all.PPMIweight	_cws.destroy.bound10-10lex.PPMIno	_cws.destroy.bound10-10lex.PPMIselection	_cws.destroy.bound10-10lex.PPMIweight	_cws.destroy.bound3-3all.PPMIno	_cws.destroy.bound3-3all.PPMIselection	_cws.destroy.bound3-3all.PPMIweight	_cws.destroy.bound3-3lex.PPMIno	_cws.destroy.bound3-3lex.PPMIselection	_cws.destroy.bound3-3lex.PPMIweight	_cws.destroy.bound5-5all.PPMIno	_cws.destroy.bound5-5all.PPMIselection	_cws.destroy.bound5-5all.PPMIweight	_cws.destroy.bound5-5lex.PPMIno	_cws.destroy.bound5-5lex.PPMIselection	_cws.destroy.bound5-5lex.PPMIweight	_cws.destroy.nobound10-10all.PPMIno	_cws.destroy.nobound10-10all.PPMIselection	_cws.destroy.nobound10-10all.PPMIweight	_cws.destroy.nobound10-10lex.PPMIno	_cws.destroy.nobound10-10lex.PPMIselection	_cws.destroy.nobound10-10lex.PPMIweight	_cws.destroy.nobound3-3all.PPMIno	_cws.destroy.nobound3-3all.PPMIselection	_cws.destroy.nobound3-3all.PPMIweight	_cws.destroy.nobound3-3lex.PPMIno	_cws.destroy.nobound3-3lex.PPMIselection	_cws.destroy.nobound3-3lex.PPMIweight	_cws.destroy.nobound5-5all.PPMIno	_cws.destroy.nobound5-5all.PPMIselection	_cws.destroy.nobound5-5all.PPMIweight	_cws.destroy.nobound5-5lex.PPMIno	_cws.destroy.nobound5-5lex.PPMIselection	_cws.destroy.nobound5-5lex.PPMIweight
verniel/verb/algemeen_dagblad_19990426_77/33	8	4	4	14	7	7	14	7	7	3	2	2	5	2	2	15	8	8	7	4	4	5	3	3	3	2	2	9	5	5	6	3	3	16	9	9	8	5	5	5	3	3	3	2	2	9	5	5	6	3	3	de/det;en/vg;ga/verb;gebruik/verb;heet_hoofd/noun;na/prep;reclame_bord/noun;wedstrijd/noun	reclame_bord/noun;de/det;en/vg;heet_hoofd/noun	reclame_bord/noun;de/det;en/vg;heet_hoofd/noun	de/det;en/vg;ga/verb;gebruik/verb;gewonnen/adj;heet_hoofd/noun;materiaal/noun;mee/adv;na/prep;reclame_bord/noun;te/fixed;tegen/prep;wedstrijd/noun;ze/pron	reclame_bord/noun;de/det;materiaal/noun;ze/pron;gewonnen/adj;en/vg;heet_hoofd/noun	reclame_bord/noun;de/det;materiaal/noun;ze/pron;gewonnen/adj;en/vg;heet_hoofd/noun	de/det;en/vg;ga/verb;gebruik/verb;gewonnen/adj;heet_hoofd/noun;materiaal/noun;mee/adv;na/prep;reclame_bord/noun;te/fixed;tegen/prep;wedstrijd/noun;ze/pron	reclame_bord/noun;de/det;materiaal/noun;ze/pron;gewonnen/adj;en/vg;heet_hoofd/noun	reclame_bord/noun;de/det;materiaal/noun;ze/pron;gewonnen/adj;en/vg;heet_hoofd/noun	heet_hoofd/noun;na/prep;reclame_bord/noun	reclame_bord/noun;heet_hoofd/noun	reclame_bord/noun;heet_hoofd/noun	gebruik/verb;heet_hoofd/noun;na/prep;reclame_bord/noun;wedstrijd/noun	reclame_bord/noun;heet_hoofd/noun	reclame_bord/noun;heet_hoofd/noun	na/prep;5-4/noun;om/prep;heet_hoofd/noun;materiaal/noun;ze/pron;gebruik/verb;tegen/prep;met/prep;en/vg;het/det;reclame_bord/noun;de/det;wedstrijd/noun;gewonnen/adj	het/det;reclame_bord/noun;de/det;materiaal/noun;ze/pron;gewonnen/adj;en/vg;heet_hoofd/noun	het/det;reclame_bord/noun;de/det;materiaal/noun;ze/pron;gewonnen/adj;en/vg;heet_hoofd/noun	5-4/noun;heet_hoofd/noun;materiaal/noun;gebruik/verb;reclame_bord/noun;wedstrijd/noun;gewonnen/adj	reclame_bord/noun;materiaal/noun;gewonnen/adj;heet_hoofd/noun	reclame_bord/noun;materiaal/noun;gewonnen/adj;heet_hoofd/noun	reclame_bord/noun;de/det;wedstrijd/noun;tegen/prep;heet_hoofd/noun	reclame_bord/noun;de/det;heet_hoofd/noun	reclame_bord/noun;de/det;heet_hoofd/noun	reclame_bord/noun;wedstrijd/noun;heet_hoofd/noun	reclame_bord/noun;heet_hoofd/noun	reclame_bord/noun;heet_hoofd/noun	gebruik/verb;5-4/noun;tegen/prep;en/vg;heet_hoofd/noun;reclame_bord/noun;de/det;wedstrijd/noun;gewonnen/adj	reclame_bord/noun;de/det;gewonnen/adj;en/vg;heet_hoofd/noun	reclame_bord/noun;de/det;gewonnen/adj;en/vg;heet_hoofd/noun	gebruik/verb;5-4/noun;heet_hoofd/noun;reclame_bord/noun;wedstrijd/noun;gewonnen/adj	reclame_bord/noun;gewonnen/adj;heet_hoofd/noun	reclame_bord/noun;gewonnen/adj;heet_hoofd/noun	na/prep;5-4/noun;om/prep;heet_hoofd/noun;word/verb;materiaal/noun;ze/pron;gebruik/verb;tegen/prep;met/prep;en/vg;het/det;reclame_bord/noun;de/det;wedstrijd/noun;gewonnen/adj	heet_hoofd/noun;word/verb;materiaal/noun;ze/pron;en/vg;het/det;reclame_bord/noun;de/det;gewonnen/adj	heet_hoofd/noun;word/verb;materiaal/noun;ze/pron;en/vg;het/det;reclame_bord/noun;de/det;gewonnen/adj	5-4/noun;heet_hoofd/noun;word/verb;materiaal/noun;gebruik/verb;reclame_bord/noun;wedstrijd/noun;gewonnen/adj	reclame_bord/noun;word/verb;materiaal/noun;gewonnen/adj;heet_hoofd/noun	reclame_bord/noun;word/verb;materiaal/noun;gewonnen/adj;heet_hoofd/noun	tegen/prep;heet_hoofd/noun;reclame_bord/noun;de/det;wedstrijd/noun	reclame_bord/noun;de/det;heet_hoofd/noun	reclame_bord/noun;de/det;heet_hoofd/noun	heet_hoofd/noun;reclame_bord/noun;wedstrijd/noun	reclame_bord/noun;heet_hoofd/noun	reclame_bord/noun;heet_hoofd/noun	gebruik/verb;5-4/noun;tegen/prep;en/vg;heet_hoofd/noun;reclame_bord/noun;de/det;wedstrijd/noun;gewonnen/adj	reclame_bord/noun;de/det;gewonnen/adj;en/vg;heet_hoofd/noun	reclame_bord/noun;de/det;gewonnen/adj;en/vg;heet_hoofd/noun	gebruik/verb;5-4/noun;heet_hoofd/noun;reclame_bord/noun;wedstrijd/noun;gewonnen/adj	reclame_bord/noun;gewonnen/adj;heet_hoofd/noun	reclame_bord/noun;gewonnen/adj;heet_hoofd/noun
verniel/verb/algemeen_dagblad_19990520_15/10	9	7	7	11	9	9	11	9	9	3	3	3	3	3	3	11	9	9	7	5	5	5	5	5	4	4	4	8	7	7	6	5	5	14	10	10	9	6	6	5	5	5	4	4	4	8	7	7	6	5	5	afgelopen/adj;een/det;gestoord/adj;luid/verb;man/noun;schilderij/noun;van/prep;vraag/noun;weekeinde/noun	weekeinde/noun;een/det;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj;van/prep	weekeinde/noun;een/det;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj;van/prep	Picasso/name;afgelopen/adj;de/det;een/det;gestoord/adj;luid/verb;man/noun;schilderij/noun;van/prep;vraag/noun;weekeinde/noun	weekeinde/noun;een/det;Picasso/name;man/noun;schilderij/noun;de/det;afgelopen/adj;gestoord/adj;van/prep	weekeinde/noun;een/det;Picasso/name;man/noun;schilderij/noun;de/det;afgelopen/adj;gestoord/adj;van/prep	Picasso/name;afgelopen/adj;de/det;een/det;gestoord/adj;luid/verb;man/noun;schilderij/noun;van/prep;vraag/noun;weekeinde/noun	weekeinde/noun;een/det;Picasso/name;man/noun;schilderij/noun;de/det;afgelopen/adj;gestoord/adj;van/prep	weekeinde/noun;een/det;Picasso/name;man/noun;schilderij/noun;de/det;afgelopen/adj;gestoord/adj;van/prep	man/noun;schilderij/noun;weekeinde/noun	weekeinde/noun;man/noun;schilderij/noun	weekeinde/noun;man/noun;schilderij/noun	man/noun;schilderij/noun;weekeinde/noun	weekeinde/noun;man/noun;schilderij/noun	weekeinde/noun;man/noun;schilderij/noun	luid/verb;man/noun;weekeinde/noun;Picasso/name;schilderij/noun;van/prep;een/det;de/det;afgelopen/adj;vraag/noun;gestoord/adj	weekeinde/noun;een/det;Picasso/name;man/noun;schilderij/noun;de/det;afgelopen/adj;gestoord/adj;van/prep	weekeinde/noun;een/det;Picasso/name;man/noun;schilderij/noun;de/det;afgelopen/adj;gestoord/adj;van/prep	luid/verb;man/noun;weekeinde/noun;schilderij/noun;afgelopen/adj;vraag/noun;gestoord/adj	weekeinde/noun;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;een/det;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;een/det;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;een/det;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;schilderij/noun;luid/verb;van/prep;een/det;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;een/det;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj;van/prep	weekeinde/noun;een/det;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj;van/prep	weekeinde/noun;schilderij/noun;luid/verb;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj	kunst_werk/noun;luid/verb;man/noun;mag/verb;weekeinde/noun;Picasso/name;schilderij/noun;welk/det;van/prep;een/det;de/det;afgelopen/adj;vraag/noun;gestoord/adj	kunst_werk/noun;man/noun;weekeinde/noun;Picasso/name;schilderij/noun;van/prep;een/det;de/det;afgelopen/adj;gestoord/adj	kunst_werk/noun;man/noun;weekeinde/noun;Picasso/name;schilderij/noun;van/prep;een/det;de/det;afgelopen/adj;gestoord/adj	kunst_werk/noun;luid/verb;man/noun;mag/verb;weekeinde/noun;schilderij/noun;afgelopen/adj;vraag/noun;gestoord/adj	kunst_werk/noun;weekeinde/noun;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj	kunst_werk/noun;weekeinde/noun;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;een/det;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;een/det;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;een/det;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;schilderij/noun;luid/verb;van/prep;een/det;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;een/det;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj;van/prep	weekeinde/noun;een/det;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj;van/prep	weekeinde/noun;schilderij/noun;luid/verb;man/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj	weekeinde/noun;man/noun;schilderij/noun;afgelopen/adj;gestoord/adj
verniel/verb/algemeen_dagblad_19990609_137/35	4	3	3	NA	NA	NA	NA	NA	NA	2	1	1	4	3	3	4	3	3	2	2	2	3	3	3	2	2	2	4	3	3	2	2	2	14	6	6	8	3	3	5	4	4	2	2	2	7	4	4	3	2	2	Zuid-Holland/name;in/prep;record_tempo/noun;word/verb	Zuid-Holland/name;record_tempo/noun;word/verb	Zuid-Holland/name;record_tempo/noun;word/verb	NA	NA	NA	NA	NA	NA	Zuid-Holland/name;in/prep	Zuid-Holland/name	Zuid-Holland/name	Zuid-Holland/name;in/prep;record_tempo/noun;word/verb	Zuid-Holland/name;record_tempo/noun;word/verb	Zuid-Holland/name;record_tempo/noun;word/verb	in/prep;record_tempo/noun;word/verb;Zuid-Holland/name	Zuid-Holland/name;record_tempo/noun;word/verb	Zuid-Holland/name;record_tempo/noun;word/verb	record_tempo/noun;word/verb	record_tempo/noun;word/verb	record_tempo/noun;word/verb	Zuid-Holland/name;record_tempo/noun;word/verb	Zuid-Holland/name;record_tempo/noun;word/verb	Zuid-Holland/name;record_tempo/noun;word/verb	record_tempo/noun;word/verb	record_tempo/noun;word/verb	record_tempo/noun;word/verb	Zuid-Holland/name;in/prep;record_tempo/noun;word/verb	Zuid-Holland/name;record_tempo/noun;word/verb	Zuid-Holland/name;record_tempo/noun;word/verb	record_tempo/noun;word/verb	record_tempo/noun;word/verb	record_tempo/noun;word/verb	in/prep;record_tempo/noun;om/prep;winst/noun;land/noun;alles/noun;alleen/adj;draai/verb;word/verb;cultuur/noun;Zuid-Holland/name;met/prep;van/prep;een/det	record_tempo/noun;alles/noun;word/verb;Zuid-Holland/name;van/prep;een/det	record_tempo/noun;alles/noun;word/verb;Zuid-Holland/name;van/prep;een/det	record_tempo/noun;winst/noun;land/noun;alles/noun;alleen/adj;draai/verb;word/verb;cultuur/noun	record_tempo/noun;word/verb;alles/noun	record_tempo/noun;word/verb;alles/noun	Zuid-Holland/name;in/prep;record_tempo/noun;een/det;word/verb	Zuid-Holland/name;een/det;record_tempo/noun;word/verb	Zuid-Holland/name;een/det;record_tempo/noun;word/verb	record_tempo/noun;word/verb	record_tempo/noun;word/verb	record_tempo/noun;word/verb	Zuid-Holland/name;in/prep;record_tempo/noun;land/noun;met/prep;een/det;word/verb	Zuid-Holland/name;een/det;record_tempo/noun;word/verb	Zuid-Holland/name;een/det;record_tempo/noun;word/verb	record_tempo/noun;land/noun;word/verb	record_tempo/noun;word/verb	record_tempo/noun;word/verb
verniel/verb/algemeen_dagblad_19990624_178/84	6	5	5	8	7	7	8	7	7	3	2	2	4	3	3	12	7	7	4	3	3	5	5	5	2	2	2	9	6	6	3	2	2	14	8	8	6	4	4	5	5	5	2	2	2	9	6	6	3	2	2	ben/verb;het/det;moedwillig/adj;op/prep;televisie/noun;van/prep	moedwillig/adj;ben/verb;het/det;televisie/noun;van/prep	moedwillig/adj;ben/verb;het/det;televisie/noun;van/prep	ben/verb;de/det;een/det;het/det;moedwillig/adj;op/prep;televisie/noun;van/prep	een/det;moedwillig/adj;ben/verb;het/det;de/det;televisie/noun;van/prep	een/det;moedwillig/adj;ben/verb;het/det;de/det;televisie/noun;van/prep	ben/verb;de/det;een/det;het/det;moedwillig/adj;op/prep;televisie/noun;van/prep	een/det;moedwillig/adj;ben/verb;het/det;de/det;televisie/noun;van/prep	een/det;moedwillig/adj;ben/verb;het/det;de/det;televisie/noun;van/prep	moedwillig/adj;op/prep;van/prep	moedwillig/adj;van/prep	moedwillig/adj;van/prep	moedwillig/adj;op/prep;televisie/noun;van/prep	moedwillig/adj;televisie/noun;van/prep	moedwillig/adj;televisie/noun;van/prep	moedwillig/adj;om/prep;word/verb;suggereer/verb;op/prep;dat/comp;terwijl/comp;van/prep;een/det;het/det;de/det;televisie/noun	een/det;moedwillig/adj;het/det;de/det;word/verb;televisie/noun;van/prep	een/det;moedwillig/adj;het/det;de/det;word/verb;televisie/noun;van/prep	moedwillig/adj;word/verb;suggereer/verb;televisie/noun	moedwillig/adj;word/verb;televisie/noun	moedwillig/adj;word/verb;televisie/noun	een/det;moedwillig/adj;de/det;televisie/noun;van/prep	een/det;moedwillig/adj;de/det;televisie/noun;van/prep	een/det;moedwillig/adj;de/det;televisie/noun;van/prep	moedwillig/adj;televisie/noun	moedwillig/adj;televisie/noun	moedwillig/adj;televisie/noun	moedwillig/adj;op/prep;terwijl/comp;van/prep;een/det;het/det;de/det;televisie/noun;suggereer/verb	een/det;moedwillig/adj;het/det;de/det;televisie/noun;van/prep	een/det;moedwillig/adj;het/det;de/det;televisie/noun;van/prep	moedwillig/adj;televisie/noun;suggereer/verb	moedwillig/adj;televisie/noun	moedwillig/adj;televisie/noun	moedwillig/adj;om/prep;ontploffing/noun;word/verb;breng/verb;suggereer/verb;op/prep;dat/comp;terwijl/comp;van/prep;een/det;het/det;de/det;televisie/noun	moedwillig/adj;ontploffing/noun;word/verb;van/prep;een/det;het/det;de/det;televisie/noun	moedwillig/adj;ontploffing/noun;word/verb;van/prep;een/det;het/det;de/det;televisie/noun	moedwillig/adj;ontploffing/noun;word/verb;breng/verb;suggereer/verb;televisie/noun	moedwillig/adj;word/verb;televisie/noun;ontploffing/noun	moedwillig/adj;word/verb;televisie/noun;ontploffing/noun	moedwillig/adj;van/prep;een/det;de/det;televisie/noun	een/det;moedwillig/adj;de/det;televisie/noun;van/prep	een/det;moedwillig/adj;de/det;televisie/noun;van/prep	moedwillig/adj;televisie/noun	moedwillig/adj;televisie/noun	moedwillig/adj;televisie/noun	moedwillig/adj;op/prep;terwijl/comp;van/prep;een/det;het/det;de/det;televisie/noun;suggereer/verb	een/det;moedwillig/adj;het/det;de/det;televisie/noun;van/prep	een/det;moedwillig/adj;het/det;de/det;televisie/noun;van/prep	moedwillig/adj;televisie/noun;suggereer/verb	moedwillig/adj;televisie/noun	moedwillig/adj;televisie/noun
verniel/verb/algemeen_dagblad_19990630_45/12	6	4	4	11	6	6	11	6	6	3	3	3	5	4	4	16	12	12	6	4	4	5	5	5	3	3	3	9	7	7	4	3	3	16	12	12	6	4	4	5	5	5	3	3	3	9	7	7	4	3	3	bezoeker/noun;door/prep;hoef/verb;niets/noun;wanneer/comp;word/verb	word/verb;door/prep;wanneer/comp;niets/noun	word/verb;door/prep;wanneer/comp;niets/noun	55.000/num;belachelijk/adj;ben/verb;bezoeker/noun;door/prep;hoef/verb;niets/noun;te/comp;van/prep;wanneer/comp;word/verb	ben/verb;word/verb;door/prep;wanneer/comp;niets/noun;van/prep	ben/verb;word/verb;door/prep;wanneer/comp;niets/noun;van/prep	55.000/num;belachelijk/adj;ben/verb;bezoeker/noun;door/prep;hoef/verb;niets/noun;te/comp;van/prep;wanneer/comp;word/verb	ben/verb;word/verb;door/prep;wanneer/comp;niets/noun;van/prep	ben/verb;word/verb;door/prep;wanneer/comp;niets/noun;van/prep	door/prep;niets/noun;wanneer/comp	door/prep;wanneer/comp;niets/noun	door/prep;wanneer/comp;niets/noun	bezoeker/noun;door/prep;niets/noun;wanneer/comp;word/verb	word/verb;door/prep;wanneer/comp;niets/noun	word/verb;door/prep;wanneer/comp;niets/noun	Arena/name;wanneer/comp;er/adv;55.000/num;ME/name;politie/noun;bezoeker/noun;word/verb;niets/noun;geen/det;door/prep;en/vg;van/prep;de/det;dergelijke/vg;extra/adj	Arena/name;de/det;word/verb;dergelijke/vg;door/prep;wanneer/comp;er/adv;niets/noun;ME/name;politie/noun;en/vg;van/prep	Arena/name;de/det;word/verb;dergelijke/vg;door/prep;wanneer/comp;er/adv;niets/noun;ME/name;politie/noun;en/vg;van/prep	er/adv;politie/noun;bezoeker/noun;word/verb;niets/noun;extra/adj	word/verb;er/adv;niets/noun;politie/noun	word/verb;er/adv;niets/noun;politie/noun	Arena/name;word/verb;wanneer/comp;er/adv;niets/noun	Arena/name;word/verb;wanneer/comp;er/adv;niets/noun	Arena/name;word/verb;wanneer/comp;er/adv;niets/noun	word/verb;er/adv;niets/noun	word/verb;er/adv;niets/noun	word/verb;er/adv;niets/noun	Arena/name;wanneer/comp;er/adv;van/prep;de/det;word/verb;extra/adj;niets/noun;geen/det	Arena/name;de/det;word/verb;wanneer/comp;er/adv;niets/noun;van/prep	Arena/name;de/det;word/verb;wanneer/comp;er/adv;niets/noun;van/prep	er/adv;word/verb;extra/adj;niets/noun	word/verb;er/adv;niets/noun	word/verb;er/adv;niets/noun	Arena/name;wanneer/comp;er/adv;55.000/num;ME/name;politie/noun;bezoeker/noun;word/verb;niets/noun;geen/det;door/prep;en/vg;van/prep;de/det;dergelijke/vg;extra/adj	Arena/name;wanneer/comp;er/adv;ME/name;politie/noun;word/verb;niets/noun;door/prep;en/vg;van/prep;de/det;dergelijke/vg	Arena/name;wanneer/comp;er/adv;ME/name;politie/noun;word/verb;niets/noun;door/prep;en/vg;van/prep;de/det;dergelijke/vg	er/adv;politie/noun;bezoeker/noun;word/verb;niets/noun;extra/adj	word/verb;er/adv;niets/noun;politie/noun	word/verb;er/adv;niets/noun;politie/noun	Arena/name;wanneer/comp;er/adv;word/verb;niets/noun	Arena/name;word/verb;wanneer/comp;er/adv;niets/noun	Arena/name;word/verb;wanneer/comp;er/adv;niets/noun	er/adv;word/verb;niets/noun	word/verb;er/adv;niets/noun	word/verb;er/adv;niets/noun	Arena/name;wanneer/comp;er/adv;van/prep;de/det;word/verb;extra/adj;niets/noun;geen/det	Arena/name;de/det;word/verb;wanneer/comp;er/adv;niets/noun;van/prep	Arena/name;de/det;word/verb;wanneer/comp;er/adv;niets/noun;van/prep	er/adv;word/verb;extra/adj;niets/noun	word/verb;er/adv;niets/noun	word/verb;er/adv;niets/noun
verniel/verb/algemeen_dagblad_19990917_10/75	5	4	4	7	5	5	7	5	5	1	1	1	2	2	2	12	6	6	7	2	2	6	5	5	3	2	2	8	5	5	5	2	2	12	6	6	7	2	2	6	5	5	3	2	2	8	5	5	5	2	2	ben/verb;enig/adj;hek/noun;het/det;van/prep	ben/verb;het/det;hek/noun;van/prep	ben/verb;het/det;hek/noun;van/prep	ben/verb;dat/pron;de/det;enig/adj;hek/noun;het/det;van/prep	ben/verb;het/det;de/det;hek/noun;van/prep	ben/verb;het/det;de/det;hek/noun;van/prep	ben/verb;dat/pron;de/det;enig/adj;hek/noun;het/det;van/prep	ben/verb;het/det;de/det;hek/noun;van/prep	ben/verb;het/det;de/det;hek/noun;van/prep	van/prep	van/prep	van/prep	hek/noun;van/prep	hek/noun;van/prep	hek/noun;van/prep	enig/adj;ben/verb;ze/pron;en/adv;onderneem/verb;af/adv;van/prep;toe/adv;het/det;de/det;hek/noun;dat/pron	ben/verb;het/det;de/det;ze/pron;hek/noun;van/prep	ben/verb;het/det;de/det;ze/pron;hek/noun;van/prep	enig/adj;ben/verb;en/adv;onderneem/verb;af/adv;toe/adv;hek/noun	ben/verb;hek/noun	ben/verb;hek/noun	onderneem/verb;ben/verb;het/det;de/det;hek/noun;van/prep	ben/verb;het/det;de/det;hek/noun;van/prep	ben/verb;het/det;de/det;hek/noun;van/prep	onderneem/verb;ben/verb;hek/noun	ben/verb;hek/noun	ben/verb;hek/noun	onderneem/verb;van/prep;toe/adv;ben/verb;het/det;de/det;hek/noun;en/adv	ben/verb;het/det;de/det;hek/noun;van/prep	ben/verb;het/det;de/det;hek/noun;van/prep	onderneem/verb;toe/adv;ben/verb;hek/noun;en/adv	ben/verb;hek/noun	ben/verb;hek/noun	enig/adj;ben/verb;ze/pron;en/adv;onderneem/verb;af/adv;van/prep;toe/adv;het/det;de/det;hek/noun;dat/pron	ben/verb;ze/pron;van/prep;het/det;de/det;hek/noun	ben/verb;ze/pron;van/prep;het/det;de/det;hek/noun	enig/adj;ben/verb;en/adv;onderneem/verb;af/adv;toe/adv;hek/noun	ben/verb;hek/noun	ben/verb;hek/noun	onderneem/verb;van/prep;ben/verb;het/det;de/det;hek/noun	ben/verb;het/det;de/det;hek/noun;van/prep	ben/verb;het/det;de/det;hek/noun;van/prep	onderneem/verb;ben/verb;hek/noun	ben/verb;hek/noun	ben/verb;hek/noun	onderneem/verb;van/prep;toe/adv;ben/verb;het/det;de/det;hek/noun;en/adv	ben/verb;het/det;de/det;hek/noun;van/prep	ben/verb;het/det;de/det;hek/noun;van/prep	onderneem/verb;toe/adv;ben/verb;hek/noun;en/adv	ben/verb;hek/noun	ben/verb;hek/noun
